"id";"year";"width";"height";"depth";"title";"description";"artistid";"latitude";"longitude";"city";"country";"sortyear";"roomid";"imageid";"imagepath"
334;"1913";100;100;;"Les Cavaliers";"Ce titre peut désigner :

Les Cavaliers, une comédie grecque d'Aristophane ;
Les Cavaliers (Vsadniki), un film soviétique d'Igor Savtchenko ;
Les Cavaliers, un western de John Ford avec John Wayne, sorti en 1959 ;
Les Cavaliers, un roman d'aventures de Joseph Kessel ;
Les Cavaliers, un film d'aventures de John Frankenheimer adapté du roman de Kessel, avec Omar Sharif, sorti en 1971.";50;;;"Montpellier";"France";1913;92;954;"9b69c02dec3037084aaf817045127f67d7fe596d51728424424395b72be05f7c.jpg"
335;"1640";136;101;;"Chasse au lion";"La chasse au lion est un type de chasse destiné à tuer ou à attraper des lions.";51;;;"Montpellier";"France";1640;92;955;"9656dd4c7dea3bd5266fe7ba49434f31d94e47aae41114c5daa668548ba9582e.jpg"
336;"1650";74;58.5;;"L'Osteria au fumeur de pipe";"";52;;;"Montpellier";"France";1650;92;956;"df0f2384dabc6fcf8e9a04141d764fac9bba5295029a73d79bac5732a1427c4c.jpg"
337;"1820";123;64;;"Vénus couchée";"";53;;;"Montpellier";"France";1820;92;957;"879737d842d13507e1109a664f662484eece47a175e7d72080c47ac84f527e7e.jpg"
338;"1857";;;;"Les Étangs à Palavas";"";32;;;"Montpellier";"France";1857;92;958;"bc1e2b5998b4b49ac18335e9a79b5757b2c9cdb15bfada98035e0ce90249390d.jpg"
339;"1770";73;91;;"Baigneuses près d'une cascade en montagne";"";143;;;"Montpellier";"France";1770;92;959;"e8e4280c6107110fc3ada89162ebc822bfe27066d522b202d65118d2d66f6f30.jpg"
340;"1756";35;44;;"Portrait de Henry Edward Stuart, cardinal duc d'Yorck";"";144;;;"Montpellier";"France";1756;92;960;"e0ee9e0871b53f62a06beefe8605df5d9215314e172ace2124cdcef43d4bb6e7.jpg"
341;"1776";70;89;;"L'enfant Samuel";"";145;;;"Montpellier";"France";1776;92;961;"101390b05f26208cf25f10d6b950a99e710eac0a29cf4b090efd563138cecde5.jpg"
342;"1792";;;;"Vue de Florence et de l'Arno";"";146;;;"Montpellier";"France";1792;92;962;"80f4d1d3ac6d8b8da5c221acc06975cb455b3d273fb66c036ebfb29672ec9db4.jpg"
343;"1715";68.5;82.5;;"Le chanteur";"";147;;;"Montpellier";"France";1715;92;963;"dab7bd3b50d9b6a39cbc1a3b184897f182758a1aff676b4dc56a263c9e681ee5.jpg"
344;"1605";7;9;;"Saint Laurent";"Saint Laurent désigne plusieurs saints catholiques et orthodoxes. 

Laurent de Rome († 258), archidiacre et martyr à Rome ;
Laurent de Cantorbéry († 619) ;
Laurent O’Toole († 1180 ou 1181), Lorcán Ua Tuathail en irlandais ou Laurent de Dublin, abbé de Glendalough puis archevêque de Dublin ;
Laurent de Ripafratta († v. 1456), religieux dominicain, vicaire général de l'ordre, bienheureux ;
Laurent Justinien (XVe siècle), premier patriarche de Venise ;
Laurent de Villamagna († 1535), ou Lorenzo de Masculis da Villamagna, bienheureux, prêtre franciscain à Ortona dans les Abruzzes en Italie ;
Laurent de Brindes († 1619), ou Laurent de Brindisi, docteur de l'Église, supérieur général des Capucins, au XVIe siècle ;
Laurent Ruiz († 1637), martyr à Nagasaki (Japon), laïc premier saint philippin ;
Laurent de Salamine († 1707), moine constructeur d’un monastère dans l’île de Salamine ;
Laurent Imbert († 1839), avec Pierre Maubant et Jacques Chastan, martyrs en Corée ;
Laurent Pe-Man († 1856), bienheureux, ouvrier chinois torturé et décapité à Su-Lik-Hien, dans la province de Kwang-Si ;
Laurent Ngon († 1862), martyr à An-Xa au Tonkin.";148;;;"Montpellier";"France";1605;92;964;"bf26391cc74cbeb7b53acaf73614e2eabeaef3ea7e4263ed8442b1d98b466618.jpg"
345;"1835";;;;"La pêche aux aloses";"";149;;;"Montpellier";"France";1835;92;965;"995d3670cea6932d10909337bbc3dc94f422158647f50340b8d40dcf6f23b49d.jpg"
346;"1661";;;;"Saint-Jean-Baptiste";"== Lieux et édifices ==
Saint-Jean-Baptiste (avec deux tirets) désigne les lieux et édifices suivant :

Saint-Jean-Baptiste, municipalité canadienne du Québec.
Saint-Jean-Baptiste, ancienne municipalité québécoise aujourd'hui fusionnée à Mont-Joli.
Saint-Jean-Baptiste, quartier de la ville de Québec.
Saint-Jean-Baptiste, paroisse de la Louisiane (États-Unis).";150;;;"Montpellier";"France";1661;92;966;"20396a7c481b6729aa5e19b0b87a429e475f3b490751ff77a60e2e8bf4b0dd63.jpg"
347;"1619";52.5;63;;"Saint François d'Assise en méditation";"";150;;;"Montpellier";"France";1619;92;967;"09fefc02af0534dda8fe550ebdbf437285910b84864e17fe5ab85e07eff83028.jpg"
348;"1823";;;;"Brigand de la campagne de Rome";"";151;;;"Montpellier";"France";1823;92;968;"accc6c36d8054c8f68a1b9114d8f6f011a6a59570087a9589313af374218f21b.jpg"
349;"1690";;;;"Aristote et Phyllis";"";152;;;"Montpellier";"France";1690;92;969;"dbd54ee799de7a477d3d181bec9853e6986e88f29ba618be704593c4e09294db.jpg"
350;"1760";27.5;37;;"Le temple de Sibylle à Tivoli";"";153;;;"Montpellier";"France";1760;92;970;"28af60c04719c7805c98f5ce67533f36f7726ec6d8506ea97ea4266273502aa1.jpg"
351;"1757";25;31;;"Le Couronnement d'épines";"Le Couronnement d'épines peut faire référence à plusieurs œuvres d'art : 

Le Couronnement d'épines, tableau de Jérôme Bosch conservé à Londres (1495-1500) ;
Le Couronnement d'épines, tableau de Jérôme Bosch conservé à L'Escurial (1495-1500) ;
Le Couronnement d'épines, tableau de Titien conservé au Louvre (1525-1550) ;
Le Couronnement d'épines, tableau du Caravage conservé à Prato (1603) ;
Le Couronnement d'épines, tableau du Caravage conservé à Vienne (1607) ;
Le Couronnement d'épines, tableau d'Antoine van Dyck conservé à Madrid (1619-1620)";153;;;"Montpellier";"France";1757;92;971;"aac9e77e43d8b25f2a4bae7bb297bba4df74af508cc67a9098480a0ac6dd1534.jpg"
352;"1770";18;23;;"Paysage, Deux ermites à l'entrée d'une grotte";"";153;;;"Montpellier";"France";1770;92;972;"e407067a6c450790a240fb37b46847735ba381cf63e45448e67cda9b1ab444ac.jpg"
353;"1770";18.2;23.2;;"Paysage et rochers, un ermite se repose à l'entrée d'une grotte";"";153;;;"Montpellier";"France";1770;92;973;"d7863c1e231dbeb643b49c55947054f18e296fd23236647111ae360a293e66d1.jpg"
354;"1700";188;68;;"Paysage: Plaine de Rome";"";154;;;"Montpellier";"France";1700;92;974;"87f8f8558583bce67ca34ccfcc3c4b3647f598dfc7f5b9e3dc5783b8ede5a1ec.jpg"
355;"1824";;;;"Jeune femme à sa toilette";"Jeune Femme nue au miroir (en italien, Giovane donna nuda allo specchio) est une peinture à l'huile sur panneau de peuplier réalisée par l'artiste italien Giovanni Bellini.";155;;;"Montpellier";"France";1824;92;975;"9f956ac75533fb221e7fc0d78795f89ec92ef6cf9cba03ab31f4bbdad0eda349.jpg"
356;"1796";;;;"Portrait de lady Charlemont en Psyché";"";29;;;"Montpellier";"France";1796;92;976;"c260936d33871022bc720d63bb6db13ffdde2d46394ec47c7d87e45afe0a2c8b.jpg"
357;"1800";;;;"Ulysse et Néoptolème enlevant à Philoctète les flèches d'Hercule (esquisse)";"";29;;;"Montpellier";"France";1800;92;977;"9abe3bdc40f7e014388bfc828a789591f2f4d48e93f11b0637fcadf5bfbb1022.jpg"
358;"1799";;;;"Le retour d'Ulysse";"";29;;;"Montpellier";"France";1799;92;978;"4bb4d77e85213725ab1ca90d3290a1d62fa3afcb6cf749bc2efda5d656383a5e.jpg"
359;"1665";49.5;65;;"Portrait du cardinal Jules Rospigliosi";"";156;;;"Montpellier";"France";1665;92;979;"b0343c944d0d1ca38ac0e6c4c7948cfba47993912c421dc9ae1a5126c56bb9a6.jpg"
360;"1665";;;;"Portrait d'homme";"Portrait d'un homme et Portrait d'homme sont les noms donnés à plusieurs tableaux :

Portrait d'homme de 1456 (Barthélemy d'Eyck)
Portrait d'homme (Mantegna, 1460)
Portrait d'un homme (Memling, 1470)
Portrait d'un homme (Raphaël, 1502-1504)
Portrait d'homme (Raphaël, 1503-1504)
Portrait d'un homme, tableau de Corneille de Lyon réalisé vers 1545-1550.
Portrait d'un homme (El Greco, vers 1590 - 1600).
Portrait d'un homme (Vélasquez, 1623)
Portrait d'un homme (Vélasquez, 1630)
Portrait d'homme (Hals, 1660, musée Jacquemart-André)
Portrait d'homme (Hals, 1660, Frick Collection)
Portrait d'un homme et de ses enfants Anonyme, XIXe siècle";157;;;"Montpellier";"France";1665;92;980;"d346d1b6f2d1d875826104a85da2d84afb0093464c9d9e9f496326c472d610d4.jpg"
361;"1700";;;;"La Samaritaine";"La Samaritaine est un grand magasin situé à Paris entre la rue de Rivoli et la Seine, à l'aplomb du pont Neuf dans le 1er arrondissement de Paris. Fondée en 1870 par Ernest Cognacq, La Samaritaine, devenue déficitaire, ferme en 2005 pour réaménagement de ses bâtiments et mise aux normes de sécurité. La Samaritaine reste, jusqu'à sa fermeture, le grand magasin parisien le plus important par sa taille, avec ses quatre magasins totalisant une surface de vente de 48 000 m2.
La réouverture de La Samaritaine (réduite à 10 000 m2 contre 30 000 m2 avant 2005), initialement prévue pour 2011, a pris 10 ans de retard en raison de multiples péripéties (entre les recours de défenseurs du patrimoine — opposés à la démolition de l'ancienne façade rue de Rivoli — et la pandémie de Covid-19) et a finalement lieu le 23 juin 2021,,,.
Ses bâtiments de style art nouveau et art déco sont l'œuvre des architectes Frantz Jourdain et Henri Sauvage ; le magasin principal est inscrit au titre des monuments historiques.";158;;;"Montpellier";"France";1700;92;981;"4327cc0b9458707f57d1d5b64b9b22bc05ea7728f3756b250a2e359882d87461.jpg"
362;"1795";;;;"Vue sur la vallée de l'Arno à Florence";"";139;;;"Montpellier";"France";1795;92;982;"a60c5e0b521a4a2a480bf958da25622d9d7afd2af5a9c45877049e86e1bd0441.jpg"
363;"1836";142;182;;"Vue prise dans les Apennins sur le sommet du mont Lavernia";"";159;;;"Montpellier";"France";1836;92;983;"cfbde2c29b98b5c525afe3f2965b54dcd09e7ba38f30513a53f822860a85b04e.jpg"
364;"1833";;;;"Fleurs sur une table de marbre";"";160;;;"Montpellier";"France";1833;92;984;"6d0742e1a8bc2ebb1e49cb7d8c5a664f60195e070573f18c0e604090191a5107.jpg"
365;"1700";;;;"L'Assomption de la Vierge";"L'Assomption est un dogme chrétien catholique et orthodoxe selon lequel au terme de sa vie terrestre, Marie est montée au ciel avec son corps.
Plusieurs ordres religieux ont été dédiés à Marie de l'Assomption. Pour la même raison, de nombreux lieux ont été nommés Assomption, qui est également devenu un prénom.";161;;;"Montpellier";"France";1700;92;985;"af114a84b735c8f473a5c9e7b7dfbb31fe05573fe676424fb97aa16cd83abe1f.jpg"
366;"1660";;;;"Paysage montagneux";"";162;;;"Montpellier";"France";1660;92;986;"83eba1c98d2476aa8c8cff0554801588aeb61792775fc24c1f92c7527fe99ab4.jpg"
368;"1660";;;;"Paysage historique";"";164;;;"Montpellier";"France";1660;92;988;"fb5b5f17a5ce5273a9b43fc5b364807dd0133a6136762bfa51279a2842554975.jpg"
369;"1660";;;;"La Naissance de Bacchus";"";165;;;"Montpellier";"France";1660;92;989;"803c690fd3fb0d2a6c690313ff1f5687b489e47e6ae33fce9d7e8ffb9d012845.jpg"
370;"1660";;;;"Paysage avec ville";"";166;;;"Montpellier";"France";1660;92;990;"19d2ff44edf12a420bd253b2681aeb9f422cf804d5a0fbb15b77783797f6893a.jpg"
371;"1660";;;;"Paysage orné de belles fabriques";"";167;;;"Montpellier";"France";1660;92;991;"3dc0e1ec3000cde17467f30bd71585dd61a6ff90760eb85bce0414d01d62105d.jpg"
372;"1867";55;46;;"Les Remparts d'Aigues-Mortes";"";1;;;"Montpellier";"France";1867;92;992;"4279f6ed1e7a9382975517e64103803aa717d704fb9932af104f4756a8994218.jpg"
373;"1639";106;75;;"Paysage avec Callisto";"";128;;;"Montpellier";"France";1639;92;993;"b0149a0fe3647062c7f1efad7a082943dd12b774edba8fdd6edf5c545d56e804.jpg"
374;"1608";16;16;;"Tête de Lansquenet";"";129;;;"Montpellier";"France";1608;92;994;"8cce56099ac1ba34775e799659f530ff46f313f27118e8dfa6e54bf0cc881494.jpg"
375;"1847";196.5;120.5;;"L'Ange déchu";"Un ange déchu, dans les traditions chrétienne, juive et musulmane, est un ange exilé ou banni du Paradis en punition de sa désobéissance ou de sa rébellion contre Dieu.
L'Ange déchu est un titre d'œuvre notamment porté par :

L'Ange déchu, un épisode de la série télévisée X-Files ;
L'Ange déchu, un tableau de 1824 du peintre français Alexandre Cabanel.
Les Anges déchus est un titre d'œuvre notamment porté par :

Les Anges déchus, un film de Wong Kar-wai sorti en 1995.";28;;;"Montpellier";"France";1847;92;995;"9eabd2746489b30b525f60c9deb22eacad4dadafac4ba669affc5c043d689911.jpg"
376;"1848";78;97;;"La Chiaruccia";"";28;;;"Montpellier";"France";1848;92;996;"f8a266844513fa5d6a78b8206f2da802f6e01d7bb26b11cb04bc864132cf84d7.jpg"
377;"1835";;;;"Paysage avec animaux";"Paysage avec animaux est un tableau peint en 1767 par Philippe-Jacques de Loutherbourg, un peintre d'origine franco-suisse. Il se trouve actuellement conservé au musée des Beaux-Arts de Strasbourg, en France. Son numéro d'inventaire est le 1062.";130;;;"Montpellier";"France";1835;92;997;"21fcea6e4fe9cd2968d9cca517a703b4fd96e9ad7143c3f4e9e6e6cfb515bc30.jpg"
378;"1739";;;;"Portrait de la vénérable Baptistine Vernazza";"";131;;;"Montpellier";"France";1739;92;998;"9f975a8e4fd6ba79d9e823e4f85e20f4502a241b7c8df008d7a78ca43f759422.jpg"
379;"1850";41;57;;"L'Ange et l'enfant";"";62;;;"Montpellier";"France";1850;92;999;"e79c0dfd0c876aaedf4784001f1911feccd215e499378a129fcfd8c37d2ccce5.jpg"
380;"1850";143;212.5;;"Ciel et enfer";"";62;;;"Montpellier";"France";1850;92;1000;"5df5fe245e5fca4cb893f6765c6e486e6de61e3f7d88245e95dff6a5547bcf9f.jpg"
381;"1853";56.3;46.5;;"Atelier du peintre";"L'Atelier du peintre est une huile sur toile de Gustave Courbet. Son titre complet est : L’Atelier du peintre. Allégorie Réelle déterminant une phase de sept années de ma vie artistique (et morale). Exécutée en 1855, elle est exposée depuis 1986 au musée d'Orsay, rez-de-chaussée, dans la salle Courbet (grands formats).
Refusée à l’Exposition universelle de 1855 alors que onze de ses œuvres sont acceptées, l’œuvre est dévoilée au public lors d'une exposition personnelle de l’artiste au Pavillon du Réalisme (édifice provisoire qu'a fait édifier Courbet à ses frais avenue Montaigne presque en face de l'Exposition universelle), sous le numéro 1.
Juliette Courbet, sœur de l'artiste, met la toile en vente, rachetée plus tard par Victor Antoine Desfossés et, conservée par la veuve de ce dernier jusqu'en 1919, elle sert de toile de fond au théâtre amateur de l'hôtel Desfossés (6 rue Galilée à Paris).
Elle est acquise en 1920 par le musée du Louvre pour 700 000 francs, somme offerte en partie par l'association les amis du Louvre, complétée par une souscription publique et une contribution de l’État.
Une restauration publique dans l'enceinte du musée débute le 24 novembre 2014 avec le soutien de 1 334 particuliers pour plus de 150 000 euros collectés par le biais d'un financement participatif et complété par un mécénat de 450 000 euros.";62;;;"Montpellier";"France";1853;92;1001;"56123bf2d262af44321058023395fc08de9ac05359551d514198dfe98ec33709.jpg"
382;"1852";38;46.2;;"L'Abandonnée";"L'Abandonnée (Emmy of Stork's Nest) est un film américain réalisé par William Nigh et sorti en 1915.";62;;;"Montpellier";"France";1852;92;1002;"4434c3465b2e2d29544df03ec41854ff3948d978fe0e7b85e278bd59fce5b0ac.jpg"
383;"1852";38.5;46.5;;"Le Retour au village (l'Enfant Prodigue)";"";62;;;"Montpellier";"France";1852;92;1003;"a81e0cccb473818c2b8274191b2608cb5bf8384e357395d09edf517d1cb9e60b.jpg"
384;"1779";;;;"Agésilas jouant avec ses enfants";"";132;;;"Montpellier";"France";1779;92;1004;"d0297059f7b53094faf4662bf0bc1081f65c5d57092cc4725803a53d8794bc15.jpg"
385;"1779";;;;"Cornélie, mère des Gracques";"";132;;;"Montpellier";"France";1779;92;1005;"180d60cba2d8f9b7fbe33126479af195de736a92767dc26943db9b2d710545da.jpg"
386;"1830";;;;"Marine, plage avec figures";"";133;;;"Montpellier";"France";1830;92;1006;"47dcadcdb1c6e093707dc617979aabaf849121019c7a1c0a7aff12e6817693cb.jpg"
387;"1815";39.5;47.5;;"La Diseuse de bonne aventure";"La Diseuse de bonne aventure est le titre de plusieurs œuvres :

La Diseuse de bonne aventure, tableau du Caravage (v. 1594) ;
La Diseuse de bonne aventure, tableau de Valentin de Boulogne (1628) ;
La Diseuse de bonne aventure, tableau de Georges de La Tour (1635-1638).";134;;;"Montpellier";"France";1815;92;1007;"fc63763cb32e387abb8bada48ef9f0bed566075a08ef64c3649ad24b0d160229.jpg"
388;"1828";17;14;;"Le Meunier, son fils et l'âne";"";134;;;"Montpellier";"France";1828;92;1008;"595014f113eb536bd8f8a57e754c6627fd9bce0fb6e5f38cceca7d1de90b1256.jpg"
389;"1828";19;12;;"Scène de famille italienne";"";134;;;"Montpellier";"France";1828;92;1009;"14857c010270cca9243c9006038569c08ddfd3d45e3111598d65fe8152657006.jpg"
390;"1819";54;46;;"Le Meunier, son fils et l’âne";"";134;;;"Montpellier";"France";1819;92;1010;"43d98f108d7d1bd9a805dbfeafb095a8a810701efedc2717cc59fa25018dcf0b.jpg"
391;"1799";;;;"Le buveur et sa famille";"";135;;;"Montpellier";"France";1799;92;1011;"63e7627ff24008971abad7898a4755bef70f9912fd57dc3ca7b66db90f0cea7b.jpg"
392;"1834";;;;"Louis XVI, Marie-Antoinette et le Dauphin se réfugiant à l'Assemblée législative";"";85;;;"Montpellier";"France";1834;92;1012;"6542780e02d503c3c37553cdb57647abc53fcf8bbf4b0c6cf3eb755cbc18806b.jpg"
393;"1610";158;120;;"La Lamentation sur le Christ mort";"La Lamentation sur le Christ mort est le titre de plusieurs œuvres religieuses sur le thème de la Déploration du Christ qui est par conséquent également une Pietà.

La Lamentation sur le Christ mort, d'Andrea Mantegna
Plusieurs réalisations de Botticelli :
La Lamentation sur le Christ mort, conservée à l'Alte Pinakothek de Munich
La Lamentation sur le Christ mort, datant de 1495 environ, conservé au Museo Poldi Pezzoli à Milan
Giotto a peint cet épisode dans ses fresques.
 Portail de la peinture";136;;;"Montpellier";"France";1610;92;1013;"5197e580352eaad9cf65073a10d72e0cc6fc102ddb1bf08859d7c0c373ab74a0.jpg"
394;"1665";184.5;142;;"Nature morte : Fleurs, fruits et objets d'art";"";137;;;"Montpellier";"France";1665;92;1014;"809e9f79909df0a00f301cc150eb52d3d6b3d103926cad2a3b1da3139907ad8e.jpg"
395;"1850";;;;"Le lac de Neufchâtel";"";138;;;"Montpellier";"France";1850;92;1015;"3dc33afa471ad2401df7d278bc1e37e651f62e0808cb221458ed16a508a05cc8.jpg"
396;"1795";47.5;35.5;;"Onze réductions de portraits";"";139;;;"Montpellier";"France";1795;92;1016;"2a7b03211bd1d2eec57390d71aa6f8f8d5ace98bebc7ae81995cc5cb51aa1749.jpg"
397;"1809";59.5;73;;"Portrait d'Antoine Valedau";"";140;;;"Montpellier";"France";1809;92;1017;"96e6d35a692ddf69a87054c57110d97e0c8f148e631b3906db1cc89067feb172.jpg"
398;"1814";55.5;45.5;;"La Marchande de poissons";"";123;;;"Montpellier";"France";1814;92;1018;"45edfc3394777b4c77a32d47397a975684322a44b19ac38c393dff08fdb04c33.jpg"
399;"1814";55.5;45.5;;"Mère préparant un repas de poissons et jouant avec son enfant";"";123;;;"Montpellier";"France";1814;92;1019;"0dcb052af19942221fa9c96dd297f8d8271cabdc543f73a3919e7d69d0970977.jpg"
400;"1782";35.8;56.5;;"Bélisaire demandant l'aumône";"Bélisaire demandant l'aumône est un tableau peint par Jacques-Louis David en 1780 représentant le général byzantin Bélisaire alors déchu et aveugle et inspiré directement du roman Bélisaire de Jean-François Marmontel. Première peinture néo-classique importante de Jacques-Louis David elle rencontra un important succès au Salon  de 1781. Le tableau est conservé au palais des Beaux-Arts de Lille et une réplique de dimensions réduites peinte en 1784 est conservée au musée du Louvre.";141;;;"Montpellier";"France";1782;92;1020;"624a80869de4829989a1e33d81c2908252452b0dd6716306b3fe1ec771c9e0e1.jpg"
401;"1795";84.5;62;;"L'Oiseau volé";"";142;;;"Montpellier";"France";1795;92;1021;"85bf8979b2b38de097416401a6ba7bb36447e1e275baefd1a1ef33deaede489b.jpg"
403;"1915";107.5;85.5;;"Nature morte portugaise";"";40;;;"Montpellier";"France";1915;92;1023;"1e7cfa0959d5252287fbd7714331cd29b3bfa8eb30c80247f39522c3b75e03da.jpg"
404;"1866";136.5;94.5;;"Solitude";"La solitude (du latin solus signifiant « seul ») est l'état, ponctuel ou durable, plus ou moins choisi ou subi, d'un individu qui n’est engagé dans aucun rapport avec autrui.
Certains auteurs parlent de solitude objective pour distinguer cet état du sentiment subjectif associé à l'isolement social.
La solitude est très différente selon qu'elle soit choisie ou subie. Un individu peut temporairement choisir intentionnellement la solitude, pour s'éloigner de problèmes interpersonnels, ou pour avoir le temps de développer une activité créative, intellectuelle, spirituelle. La solitude est alors une situation appréciée et voulue. En revanche, la situation subie de solitude chronique et intense est très douloureuse. De nombreuses études montrent que l'isolement social est associé à des risques accrus de problèmes de santé physique et mentale (dépression, suicide) et corrélé à une mortalité et un risque de maladies de longue durée accru.
La solitude est un sujet étudié sur le plan scientifique depuis la fin du XIXe siècle, avec les débuts de la sociologie (avec Durkheim et le concept d'anomie), et de la psychologie de l'enfant (Bowlby et ses études sur l'attachement), les études sur le deuil et la mortalité associée. Depuis le début du XXIe siècle, la solitude est particulièrement étudiée par les neurosciences sociales. Des études sur les moyens de remédier ou de prévenir la solitude et les problèmes qui lui sont souvent associés se multiplient.";32;;;"Montpellier";"France";1866;92;1024;"26763a15a0c8567868d0edf0286cf3f87be5ff660fbd4ede3857669781008376.jpg"
405;"1705";164;130.5;;"Jésus-Christ guérissant des malades au bord du lac de Génézareth";"";94;;;"Montpellier";"France";1705;92;1025;"ae224c685a0da35ceca683d29e2026c0a1831db0985c028a76c460df574b6721.jpg"
406;"1847";24.5;32.7;;"La pêche à l’épervier";"";95;;;"Montpellier";"France";1847;92;1026;"0e52ac9410f6ffab3af4e813ef1e6cf18467ddf6a03e91dfb1f214eb262a0961.jpg"
409;"1889";113.98;180.34;;"La Lutte";"La Lutte est un court métrage québécois coréalisé par Michel Brault, Marcel Carrière, Claude Fournier et Claude Jutra sorti en 1961.";96;;;"Montpellier";"France";1889;92;1029;"940bf0030b2058864e112f91bd8d20b240e404be4394f5390a09e4cdf4e0df1d.jpg"
410;"1647";97;117;;"Guirlande de fleurs avec l'apparition de la Vierge-à-l'Enfant à St Léopold";"";97;;;"Montpellier";"France";1647;92;1030;"1dc1a06ce05882958895aa4baca596b24f59d2a7d08065268a1ea831876ad647.jpg"
411;"1645";58.5;43;;"La kermesse de la Saint-Georges";"";98;;;"Montpellier";"France";1645;92;1031;"d740bddac006ddef82f066259150618eb342cd57567dacfeb3fa0aeb2e7d02ff.jpg"
412;"1644";69;48;;"Tabagie - ""L'homme au chapeau blanc""";"";98;;;"Montpellier";"France";1644;92;1032;"af4f64dd6411df6fba555837d0a212a4f7405e6a8de9a5b45c5e2f181a0a87ed.jpg"
413;"1640";36;47;;"La Souricière";"La Souricière est le titre d'un des chapitres des Trois Mousquetaires d'Alexandre Dumas père.
La Souricière est un film d'Henri Calef sorti en 1950.
La Souricière (The Mousetrap) est une pièce de théâtre policière d'Agatha Christie, créée le 6 octobre 1952 à Londres et jouée sans interruption depuis cette date.
La Souricière est un roman de Marie Cardinal paru en 1978.
La Souricière est le titre d'un ouvrage de Khereidine Chellal paru en 2007  (ISBN 2352161258).
La Souricière est une bande dessinée de Vittorio Giardino.
La Souricière est le lieu du palais de justice de Paris constitué de couloirs souterrains menant du « dépôt » (géré par la police nationale) où sont incarcérés les prévenus, aux salles d'audience des tribunaux devant lesquelles ils sont jugés. Il est également dotés de cellules gérées par l'administration pénitentiaire.
La Souricière est un court-métrage de fiction de 14 min, réalisé par Antoine Besson et Yasmina Ghemzi en 2010, avec Ambroise Michel et Ibtissem Guerda.
La Souricière est une creepypasta sous forme de jeu vidéo en ligne.";99;;;"Montpellier";"France";1640;92;1033;"234e007b25e07b403524923575877228f3835e98dac33ecf3c32bc93ceceb2fb.jpg"
414;"1650";27.5;34.5;;"Jeune Hollandaise versant à boire";"";100;;;"Montpellier";"France";1650;92;1034;"8349e7b07a94f74988c17f971cbbf28aee737568a9d0c32cd04f9819d9b34df3.jpg"
415;"1675";27;25;;"Q55310268";"";100;;;"Montpellier";"France";1675;92;1035;"18721ff70350909e86d620f205916e66dfbc2ccde195f1fdba3f32a7ef8c9a3a.jpg"
416;"1659";24;25;;"Q29861053";"";49;;;"Montpellier";"France";1659;92;1036;"cc7ddd0ca92921f7c113a381b44665203d9f79e1162d744090f91f4e549e2221.jpg"
417;"1648";29.5;23.2;;"Trois vaches au pâturage";"";101;;;"Montpellier";"France";1648;92;1037;"4bb65d4ce086038dfe6a0d5adbd9de16be4eb9da899d3965d74a4777234a2ecc.jpg"
418;"1660";24.5;19.5;;"Place devant un couvent";"";102;;;"Montpellier";"France";1660;92;1038;"d8da4f2f49dd673d95d04ca63cf2299d8aa61898fdd3585ce62d3bc7d358c3c8.jpg"
419;"1637";50.5;61.5;;"Une Femme";"";103;;;"Montpellier";"France";1637;92;1039;"957b834cb100f59a86e7f04168f2b4a5d062ccd60de22c07a74397eaae85d124.jpg"
420;"1724";200;252;;"Philippe de Vendôme, grand prieur de France";"";59;;;"Montpellier";"France";1724;92;1040;"f57683d6951056b9972601f2d9ba21325b567a9710b98aa67c0929e810bcd0c1.jpg"
421;"1661";54;42;;"Marché aux chevaux";"Le marché aux chevaux est un ancien marché situé à Paris. Sa localisation a changé au fil des siècles.";104;;;"Montpellier";"France";1661;92;1041;"57bef3b73f04e4a98a822c8e9658717a7c1038e61e657a50557bb96ff9a77197.jpg"
422;"1661";23;28;;"Le coup de l'étrier";"";104;;;"Montpellier";"France";1661;92;1042;"4602df2021dddbf01bac773f344b7568bca56bbde8f14482c3112df6bf4ab5df.jpg"
423;"1661";47.5;34.5;;"Marche d'armée";"";104;;;"Montpellier";"France";1661;92;1043;"9c75a690b5fd3b51af4b48501b26536ea5b13a95b08da17fce323e2ec6be1d9b.jpg"
424;"1653";82;66;;"Ramasseurs de bois morts";"";104;;;"Montpellier";"France";1653;92;1044;"6d4ac23bb383849e7fc359af2599f10f5193f7849c0d781143857ec557804b87.jpg"
425;"1893";;;;"Coucher de soleil sous le Bosphore";"";105;;;"Montpellier";"France";1893;92;1045;"bf62f5be0c173cdb1180cac1e7c7a880ac5b8920719c886726e191d8b7c65137.jpg"
426;"1735";40.5;49.5;;"Nature morte aux fruits";"Nature morte aux fruits est un tableau peint entre 1601 et 1605 et conservé en collection privée. Il est parfois attribué au peintre Caravage, bien que cette attribution soit loin de faire l'unanimité.";107;;;"Montpellier";"France";1735;92;1046;"82b56d161b7d31cd5b3a9d527f1a10848df330f368b849ca3f75667dce451405.jpg"
